date,home,visitor,FT,hgoal,vgoal,comp_season,cup,shootout_winner
2005-12-21,Hannover 96,Werder Bremen,1-4,1,4,2005-06,DFB-Pokal,
2005-12-21,Hansa Rostock,Kickers Offenbach,1-1,1,1,2005-06,DFB-Pokal,Kickers Offenbach
2006-01-24,Bayern Munich,Mainz 05,3-2,3,2,2005-06,DFB-Pokal,
2006-01-25,1860 Munich,Eintracht Frankfurt,1-3,1,3,2005-06,DFB-Pokal,
2006-01-25,Arminia Bielefeld,Kickers Offenbach,1-1,1,1,2005-06,DFB-Pokal,Arminia Bielefeld
2006-01-25,FC St. Pauli,Werder Bremen,3-1,3,1,2005-06,DFB-Pokal,
2006-04-11,Eintracht Frankfurt,Arminia Bielefeld,1-0,1,0,2005-06,DFB-Pokal,
2006-04-12,FC St. Pauli,Bayern Munich,0-3,0,3,2005-06,DFB-Pokal,
2006-04-29,Eintracht Frankfurt,Bayern Munich,0-1,0,1,2005-06,DFB-Pokal,
2007-05-26,VfB Stuttgart,1. FC Nürnberg,2-3,2,3,2006-07,DFB-Pokal,
2008-04-19,Borussia Dortmund,Bayern Munich,1-2,1,2,2007-08,DFB-Pokal,
2008-08-07,SV Niederauerbach,1. FC Köln,1-5,1,5,2008-09,DFB-Pokal,
2008-08-08,Eintracht Trier,Hertha BSC,1-3,1,3,2008-09,DFB-Pokal,
2008-08-08,Erzgebirge Aue,FC St. Pauli,0-0,0,0,2008-09,DFB-Pokal,Erzgebirge Aue
2008-08-08,FSV Frankfurt,VfL Osnabrück,2-0,2,0,2008-09,DFB-Pokal,
2008-08-08,Kickers Offenbach,SpVgg Greuther Fürth,1-0,1,0,2008-09,DFB-Pokal,
2008-08-08,Preußen Münster,VfL Bochum,0-0,0,0,2008-09,DFB-Pokal,VfL Bochum
2008-08-08,SpVgg Unterhaching,SC Freiburg,0-2,0,2,2008-09,DFB-Pokal,
2008-08-09,Carl Zeiss Jena,1. FC Kaiserslautern,2-1,2,1,2008-09,DFB-Pokal,
2008-08-09,Eintracht Nordhorn,Werder Bremen,3-9,3,9,2008-09,DFB-Pokal,
2008-08-09,FC Homburg,Schalke 04,0-3,0,3,2008-09,DFB-Pokal,
2008-08-09,FC Ingolstadt,Hamburger SV,1-3,1,3,2008-09,DFB-Pokal,
2008-08-09,FC Wegberg-Beeck,Alemannia Aachen,1-4,1,4,2008-09,DFB-Pokal,
2008-08-09,Hallescher FC,Hannover 96,0-5,0,5,2008-09,DFB-Pokal,
2008-08-09,Holstein Kiel,Hansa Rostock,0-2,0,2,2008-09,DFB-Pokal,
2008-08-09,Rot-Weiss Essen,Borussia Dortmund,1-3,1,3,2008-09,DFB-Pokal,
2008-08-09,SC Paderborn,FC Augsburg,1-1,1,1,2008-09,DFB-Pokal,FC Augsburg
2008-08-09,SC Pfullendorf,Eintracht Frankfurt,0-3,0,3,2008-09,DFB-Pokal,
2008-08-09,SV Babelsberg 03,Mainz 05,1-2,1,2,2008-09,DFB-Pokal,
2008-08-09,Tennis Borussia Berlin,Energie Cottbus,0-3,0,3,2008-09,DFB-Pokal,
2008-08-09,VfB Fichte Bielefeld,Borussia Mönchengladbach,1-8,1,8,2008-09,DFB-Pokal,
2008-08-10,1. FC Heidenheim,VfL Wolfsburg,0-3,0,3,2008-09,DFB-Pokal,
2008-08-10,ASV Bergedorf 85,MSV Duisburg,1-5,1,5,2008-09,DFB-Pokal,
2008-08-10,ASV Durlach,Arminia Bielefeld,1-2,1,2,2008-09,DFB-Pokal,
2008-08-10,Chemnitzer FC,1899 Hoffenheim,0-1,0,1,2008-09,DFB-Pokal,
2008-08-10,Darmstadt 98,Wehen Wiesbaden,0-2,0,2,2008-09,DFB-Pokal,
2008-08-10,FC Hansa Lüneburg,VfB Stuttgart,0-5,0,5,2008-09,DFB-Pokal,
2008-08-10,FC Oberneuland,TuS Koblenz,1-1,1,1,2008-09,DFB-Pokal,FC Oberneuland
2008-08-10,Rot Weiss Ahlen,1. FC Nürnberg,0-0,0,0,2008-09,DFB-Pokal,1. FC Nürnberg
2008-08-10,Rot-Weiß Erfurt,Bayern Munich,3-4,3,4,2008-09,DFB-Pokal,
2008-08-10,Rot-Weiß Oberhausen,Bayer Leverkusen,2-3,2,3,2008-09,DFB-Pokal,
2008-08-10,SpVgg Ansbach,Karlsruher SC,0-5,0,5,2008-09,DFB-Pokal,
2008-08-10,TSG Neustrelitz,1860 Munich,0-2,0,2,2008-09,DFB-Pokal,
2008-09-23,1860 Munich,MSV Duisburg,0-0,0,0,2008-09,DFB-Pokal,1860 Munich
2008-09-23,Eintracht Frankfurt,Hansa Rostock,1-2,1,2,2008-09,DFB-Pokal,
2008-09-23,Energie Cottbus,Borussia Mönchengladbach,3-0,3,0,2008-09,DFB-Pokal,
2008-09-23,Erzgebirge Aue,Werder Bremen,1-2,1,2,2008-09,DFB-Pokal,
2008-09-23,FC Augsburg,Bayer Leverkusen,0-2,0,2,2008-09,DFB-Pokal,
2008-09-23,Mainz 05,1. FC Köln,3-1,3,1,2008-09,DFB-Pokal,
2008-09-23,Schalke 04,Hannover 96,2-0,2,0,2008-09,DFB-Pokal,
2008-09-24,Bayern Munich,1. FC Nürnberg,2-0,2,0,2008-09,DFB-Pokal,
2008-09-24,Borussia Dortmund,Hertha BSC,2-1,2,1,2008-09,DFB-Pokal,
2008-09-24,Carl Zeiss Jena,FSV Frankfurt,1-0,1,0,2008-09,DFB-Pokal,
2008-09-24,FC Oberneuland,VfL Wolfsburg,0-7,0,7,2008-09,DFB-Pokal,
2008-09-24,Hamburger SV,VfL Bochum,2-0,2,0,2008-09,DFB-Pokal,
2008-09-24,Kickers Offenbach,Karlsruher SC,0-2,0,2,2008-09,DFB-Pokal,
2008-09-24,SC Freiburg,1899 Hoffenheim,3-1,3,1,2008-09,DFB-Pokal,
2008-09-24,VfB Stuttgart,Arminia Bielefeld,2-0,2,0,2008-09,DFB-Pokal,
2008-09-24,Wehen Wiesbaden,Alemannia Aachen,1-0,1,0,2008-09,DFB-Pokal,
2009-01-27,Carl Zeiss Jena,Schalke 04,1-4,1,4,2008-09,DFB-Pokal,
2009-01-27,Hamburger SV,1860 Munich,3-1,3,1,2008-09,DFB-Pokal,
2009-01-27,SC Freiburg,Mainz 05,1-3,1,3,2008-09,DFB-Pokal,
2009-01-27,VfB Stuttgart,Bayern Munich,1-5,1,5,2008-09,DFB-Pokal,
2009-01-28,Bayer Leverkusen,Energie Cottbus,3-1,3,1,2008-09,DFB-Pokal,
2009-01-28,Borussia Dortmund,Werder Bremen,1-2,1,2,2008-09,DFB-Pokal,
2009-01-28,Karlsruher SC,Wehen Wiesbaden,0-1,0,1,2008-09,DFB-Pokal,
2009-01-28,VfL Wolfsburg,Hansa Rostock,5-1,5,1,2008-09,DFB-Pokal,
2009-03-03,Mainz 05,Schalke 04,1-0,1,0,2008-09,DFB-Pokal,
2009-03-04,Bayer Leverkusen,Bayern Munich,4-2,4,2,2008-09,DFB-Pokal,
2009-03-04,Hamburger SV,Wehen Wiesbaden,2-1,2,1,2008-09,DFB-Pokal,
2009-03-04,VfL Wolfsburg,Werder Bremen,2-5,2,5,2008-09,DFB-Pokal,
2009-04-21,Bayer Leverkusen,Mainz 05,4-1,4,1,2008-09,DFB-Pokal,
2009-04-22,Hamburger SV,Werder Bremen,1-1,1,1,2008-09,DFB-Pokal,Werder Bremen
2009-05-30,Bayer Leverkusen,Werder Bremen,0-1,0,1,2008-09,DFB-Pokal,
2009-07-31,Eintracht Braunschweig,1. FC Kaiserslautern,0-1,0,1,2009-10,DFB-Pokal,
2009-07-31,FC Ingolstadt,FC Augsburg,1-2,1,2,2009-10,DFB-Pokal,
2009-07-31,SV Babelsberg 03,Bayer Leverkusen,0-1,0,1,2009-10,DFB-Pokal,
2009-07-31,SV Wehen Wiesbaden,VfL Wolfsburg,1-4,1,4,2009-10,DFB-Pokal,
2009-07-31,VfB Lübeck,Mainz 05,2-1,2,1,2009-10,DFB-Pokal,
2009-07-31,VfL Osnabrück,Hansa Rostock,2-1,2,1,2009-10,DFB-Pokal,
2009-08-01,1. FC Magdeburg,Energie Cottbus,1-3,1,3,2009-10,DFB-Pokal,
2009-08-01,Dynamo Dresden,1. FC Nürnberg,0-3,0,3,2009-10,DFB-Pokal,
2009-08-01,FSV Frankfurt,Borussia Mönchengladbach,1-2,1,2,2009-10,DFB-Pokal,
2009-08-01,Germania Windeck,Schalke 04,0-4,0,4,2009-10,DFB-Pokal,
2009-08-01,Kickers Emden,1. FC Köln,0-3,0,3,2009-10,DFB-Pokal,
2009-08-01,Preußen Münster,Hertha BSC,1-3,1,3,2009-10,DFB-Pokal,
2009-08-01,SC Paderborn,1860 München,0-1,0,1,2009-10,DFB-Pokal,
2009-08-01,SG Sonnenhof Großaspach,VfB Stuttgart,1-4,1,4,2009-10,DFB-Pokal,
2009-08-01,SV Elversberg,SC Freiburg,0-2,0,2,2009-10,DFB-Pokal,
2009-08-01,SpVgg Unterhaching,Arminia Bielefeld,0-3,0,3,2009-10,DFB-Pokal,
2009-08-01,SpVgg Weiden,Borussia Dortmund,1-3,1,3,2009-10,DFB-Pokal,
2009-08-01,Tennis Borussia Berlin,Karlsruher SC,0-2,0,2,2009-10,DFB-Pokal,
2009-08-01,Wacker Burghausen,Rot Weiss Ahlen,1-1,1,1,2009-10,DFB-Pokal,Rot Weiss Ahlen
2009-08-02,1. FC Union Berlin,Werder Bremen,0-5,0,5,2009-10,DFB-Pokal,
2009-08-02,Concordia Hamburg,TuS Koblenz,0-4,0,4,2009-10,DFB-Pokal,
2009-08-02,Eintracht Trier,Hannover 96,3-1,3,1,2009-10,DFB-Pokal,
2009-08-02,FC 08 Villingen,FC St. Pauli,0-2,0,2,2009-10,DFB-Pokal,
2009-08-02,FC Oberneuland,1899 Hoffenheim,0-2,0,2,2009-10,DFB-Pokal,
2009-08-02,Kickers Offenbach,Eintracht Frankfurt,0-3,0,3,2009-10,DFB-Pokal,
2009-08-02,Rot-Weiß Erfurt,MSV Duisburg,1-2,1,2,2009-10,DFB-Pokal,
2009-08-02,SpVgg Neckarelz,Bayern Munich,1-3,1,3,2009-10,DFB-Pokal,
2009-08-02,Sportfreunde Lotte,VfL Bochum,0-1,0,1,2009-10,DFB-Pokal,
2009-08-02,Torgelower SV Greif,Alemannia Aachen,1-4,1,4,2009-10,DFB-Pokal,
2009-08-02,VfB Speldorf,Rot-Weiß Oberhausen,0-3,0,3,2009-10,DFB-Pokal,
2009-08-02,Wormatia Worms,SpVgg Greuther Fürth,0-1,0,1,2009-10,DFB-Pokal,
2009-08-03,Fortuna Düsseldorf,Hamburger SV,3-3,3,3,2009-10,DFB-Pokal,Hamburger SV
2009-09-22,1. FC Nürnberg,1899 Hoffenheim,0-1,0,1,2009-10,DFB-Pokal,
2009-09-22,Bayern Munich,Rot-Weiß Oberhausen,5-0,5,0,2009-10,DFB-Pokal,
2009-09-22,Borussia Mönchengladbach,MSV Duisburg,0-1,0,1,2009-10,DFB-Pokal,
2009-09-22,Eintracht Trier,Arminia Bielefeld,4-2,4,2,2009-10,DFB-Pokal,
2009-09-22,Karlsruher SC,Borussia Dortmund,0-3,0,3,2009-10,DFB-Pokal,
2009-09-22,Rot-Weiß Ahlen,SpVgg Greuther Fürth,2-3,2,3,2009-10,DFB-Pokal,
2009-09-22,TuS Koblenz,Energie Cottbus,4-2,4,2,2009-10,DFB-Pokal,
2009-09-22,VfL Bochum,Schalke 04,0-3,0,3,2009-10,DFB-Pokal,
2009-09-23,1. FC Kaiserslautern,Bayer Leverkusen,2-1,2,1,2009-10,DFB-Pokal,
2009-09-23,1. FC Köln,VfL Wolfsburg,3-2,3,2,2009-10,DFB-Pokal,
2009-09-23,1860 München,Hertha BSC,2-2,2,2,2009-10,DFB-Pokal,1860 München
2009-09-23,Eintracht Frankfurt,Alemannia Aachen,6-4,6,4,2009-10,DFB-Pokal,
2009-09-23,FC Augsburg,SC Freiburg,1-0,1,0,2009-10,DFB-Pokal,
2009-09-23,VfB Lübeck,VfB Stuttgart,1-3,1,3,2009-10,DFB-Pokal,
2009-09-23,VfL Osnabrück,Hamburger SV,3-3,3,3,2009-10,DFB-Pokal,VfL Osnabrück
2009-09-23,Werder Bremen,FC St. Pauli,2-1,2,1,2009-10,DFB-Pokal,
2009-10-27,Eintracht Trier,1. FC Köln,0-3,0,3,2009-10,DFB-Pokal,
2009-10-27,FC Augsburg,MSV Duisburg,5-0,5,0,2009-10,DFB-Pokal,
2009-10-27,SpVgg Greuther Fürth,VfB Stuttgart,1-0,1,0,2009-10,DFB-Pokal,
2009-10-27,VfL Osnabrück,Borussia Dortmund,3-2,3,2,2009-10,DFB-Pokal,
2009-10-28,1860 München,Schalke 04,0-3,0,3,2009-10,DFB-Pokal,
2009-10-28,1899 Hoffenheim,TuS Koblenz,4-0,4,0,2009-10,DFB-Pokal,
2009-10-28,Eintracht Frankfurt,Bayern Munich,0-4,0,4,2009-10,DFB-Pokal,
2009-10-28,Werder Bremen,1. FC Kaiserslautern,3-0,3,0,2009-10,DFB-Pokal,
2010-02-09,Werder Bremen,1899 Hoffenheim,2-1,2,1,2009-10,DFB-Pokal,
2010-02-10,Bayern Munich,SpVgg Greuther Fürth,6-2,6,2,2009-10,DFB-Pokal,
2010-02-10,FC Augsburg,1. FC Köln,2-0,2,0,2009-10,DFB-Pokal,
2010-02-10,VfL Osnabrück,Schalke 04,0-1,0,1,2009-10,DFB-Pokal,
2010-03-23,Werder Bremen,FC Augsburg,2-0,2,0,2009-10,DFB-Pokal,
2010-03-24,Schalke 04,Bayern Munich,0-1,0,1,2009-10,DFB-Pokal,
2010-05-15,Werder Bremen,Bayern Munich,0-4,0,4,2009-10,DFB-Pokal,
2010-08-13,FC Ingolstadt,Karlsruher SC,2-0,2,0,2010-11,DFB-Pokal,
2010-08-13,FSV Frankfurt,SC Paderborn,2-0,2,0,2010-11,DFB-Pokal,
2010-08-13,Jahn Regensburg,Arminia Bielefeld,1-1,1,1,2010-11,DFB-Pokal,Arminia Bielefeld
2010-08-13,SV Wilhelmshaven,Eintracht Frankfurt,0-4,0,4,2010-11,DFB-Pokal,
2010-08-13,VfB Lübeck,MSV Duisburg,0-2,0,2,2010-11,DFB-Pokal,
2010-08-13,VfL Osnabrück,1. FC Kaiserslautern,2-3,2,3,2010-11,DFB-Pokal,
2010-08-14,Chemnitzer FC,FC St. Pauli,1-0,1,0,2010-11,DFB-Pokal,
2010-08-14,Eintracht Braunschweig,Greuther Fürth,1-2,1,2,2010-11,DFB-Pokal,
2010-08-14,Erzgebirge Aue,Borussia Mönchengladbach,1-3,1,3,2010-11,DFB-Pokal,
2010-08-14,FC Oberneuland,SC Freiburg,0-1,0,1,2010-11,DFB-Pokal,
2010-08-14,FK Pirmasens,Bayer Leverkusen,1-11,1,11,2010-11,DFB-Pokal,
2010-08-14,Hansa Rostock,1899 Hoffenheim,0-4,0,4,2010-11,DFB-Pokal,
2010-08-14,Rot-Weiß Ahlen,Werder Bremen,0-4,0,4,2010-11,DFB-Pokal,
2010-08-14,SC Pfullendorf,Hertha BSC,0-2,0,2,2010-11,DFB-Pokal,
2010-08-14,SC Verl,1860 Munich,1-2,1,2,2010-11,DFB-Pokal,
2010-08-14,SV Babelsberg,VfB Stuttgart,1-2,1,2,2010-11,DFB-Pokal,
2010-08-14,SV Elversberg,Hannover 96,0-0,0,0,2010-11,DFB-Pokal,SV Elversberg
2010-08-14,SV Sandhausen,FC Augsburg,4-4,4,4,2010-11,DFB-Pokal,FC Augsburg
2010-08-14,Wacker Burghausen,Borussia Dortmund,0-3,0,3,2010-11,DFB-Pokal,
2010-08-15,Berliner AK 07,Mainz 05,1-2,1,2,2010-11,DFB-Pokal,
2010-08-15,Eintracht Trier,1. FC Nürnberg,0-2,0,2,2010-11,DFB-Pokal,
2010-08-15,Hallescher FC,Union Berlin,1-0,1,0,2010-11,DFB-Pokal,
2010-08-15,Kickers Offenbach,VfL Bochum,3-0,3,0,2010-11,DFB-Pokal,
2010-08-15,Preußen Münster,VfL Wolfsburg,1-2,1,2,2010-11,DFB-Pokal,
2010-08-15,Schwarz-Weiß Essen,Alemannia Aachen,1-2,1,2,2010-11,DFB-Pokal,
2010-08-15,Torgelower SV Greif,Hamburger SV,1-5,1,5,2010-11,DFB-Pokal,
2010-08-15,TuS Heeslingen,Energie Cottbus,1-2,1,2,2010-11,DFB-Pokal,
2010-08-15,TuS Koblenz,Fortuna Düsseldorf,1-0,1,0,2010-11,DFB-Pokal,
2010-08-15,Victoria Hamburg,Rot-Weiß Oberhausen,1-0,1,0,2010-11,DFB-Pokal,
2010-08-15,ZFC Meuselwitz,1. FC Köln,0-2,0,2,2010-11,DFB-Pokal,
2010-08-16,Germania Windeck,Bayern Munich,0-4,0,4,2010-11,DFB-Pokal,
2010-08-16,VfR Aalen,Schalke 04,1-2,1,2,2010-11,DFB-Pokal,
2010-10-26,1. FC Kaiserslautern,Arminia Bielefeld,3-0,3,0,2010-11,DFB-Pokal,
2010-10-26,1. FC Köln,1860 Munich,3-0,3,0,2010-11,DFB-Pokal,
2010-10-26,Bayern Munich,Werder Bremen,2-1,2,1,2010-11,DFB-Pokal,
2010-10-26,Energie Cottbus,SC Freiburg,2-1,2,1,2010-11,DFB-Pokal,
2010-10-26,FSV Frankfurt,Schalke 04,0-1,0,1,2010-11,DFB-Pokal,
2010-10-26,Greuther Fürth,FC Augsburg,2-4,2,4,2010-11,DFB-Pokal,
2010-10-26,TuS Koblenz,Hertha BSC,2-1,2,1,2010-11,DFB-Pokal,
2010-10-26,Victoria Hamburg,VfL Wolfsburg,1-3,1,3,2010-11,DFB-Pokal,
2010-10-27,1899 Hoffenheim,FC Ingolstadt,1-0,1,0,2010-11,DFB-Pokal,
2010-10-27,Alemannia Aachen,Mainz 05,2-1,2,1,2010-11,DFB-Pokal,
2010-10-27,Borussia Mönchengladbach,Bayer Leverkusen,1-1,1,1,2010-11,DFB-Pokal,Borussia Mönchengladbach
2010-10-27,Chemnitzer FC,VfB Stuttgart,1-3,1,3,2010-11,DFB-Pokal,
2010-10-27,Eintracht Frankfurt,Hamburger SV,5-2,5,2,2010-11,DFB-Pokal,
2010-10-27,Hallescher FC,MSV Duisburg,0-3,0,3,2010-11,DFB-Pokal,
2010-10-27,Kickers Offenbach,Borussia Dortmund,0-0,0,0,2010-11,DFB-Pokal,Kickers Offenbach
2010-10-27,SV Elversberg,1. FC Nürnberg,0-3,0,3,2010-11,DFB-Pokal,
2010-12-21,1899 Hoffenheim,Borussia Mönchengladbach,2-0,2,0,2010-11,DFB-Pokal,
2010-12-21,FC Augsburg,Schalke 04,0-1,0,1,2010-11,DFB-Pokal,
2010-12-22,1. FC Köln,MSV Duisburg,1-2,1,2,2010-11,DFB-Pokal,
2010-12-22,Alemannia Aachen,Eintracht Frankfurt,1-1,1,1,2010-11,DFB-Pokal,Alemannia Aachen
2010-12-22,VfB Stuttgart,Bayern Munich,3-6,3,6,2010-11,DFB-Pokal,
2010-12-22,VfL Wolfsburg,Energie Cottbus,1-3,1,3,2010-11,DFB-Pokal,
2011-01-19,Kickers Offenbach,1. FC Nürnberg,0-2,0,2,2010-11,DFB-Pokal,
2011-01-19,TuS Koblenz,1. FC Kaiserslautern,1-4,1,4,2010-11,DFB-Pokal,
2011-01-25,Schalke 04,1. FC Nürnberg,3-2,3,2,2010-11,DFB-Pokal,
2011-01-26,Alemannia Aachen,Bayern Munich,0-4,0,4,2010-11,DFB-Pokal,
2011-01-26,Energie Cottbus,1899 Hoffenheim,1-0,1,0,2010-11,DFB-Pokal,
2011-01-26,MSV Duisburg,1. FC Kaiserslautern,2-0,2,0,2010-11,DFB-Pokal,
2011-03-01,MSV Duisburg,Energie Cottbus,2-1,2,1,2010-11,DFB-Pokal,
2011-03-02,Bayern Munich,Schalke 04,0-1,0,1,2010-11,DFB-Pokal,
2011-05-21,MSV Duisburg,Schalke 04,0-5,0,5,2010-11,DFB-Pokal,
2011-07-29,1. FC Saarbrücken,Erzgebirge Aue,1-3,1,3,2011-12,DFB-Pokal,
2011-07-29,Jahn Regensburg,Borussia Mönchengladbach,1-3,1,3,2011-12,DFB-Pokal,
2011-07-29,RB Leipzig,VfL Wolfsburg,3-2,3,2,2011-12,DFB-Pokal,
2011-07-29,Rot-Weiss Essen,1. FC Union Berlin,2-2,2,2,2011-12,DFB-Pokal,Rot-Weiss Essen
2011-07-29,VfL Osnabrück,1860 Munich,2-3,2,3,2011-12,DFB-Pokal,
2011-07-29,Wehen Wiesbaden,VfB Stuttgart,1-2,1,2,2011-12,DFB-Pokal,
2011-07-30,1. FC Heidenheim 1846,Werder Bremen,2-1,2,1,2011-12,DFB-Pokal,
2011-07-30,Arminia Bielefeld,1. FC Nürnberg,1-5,1,5,2011-12,DFB-Pokal,
2011-07-30,BFC Dynamo,1. FC Kaiserslautern,0-3,0,3,2011-12,DFB-Pokal,
2011-07-30,Dynamo Dresden,Bayer Leverkusen,4-3,4,3,2011-12,DFB-Pokal,
2011-07-30,Eintracht Trier,FC St. Pauli,2-1,2,1,2011-12,DFB-Pokal,
2011-07-30,Hallescher FC,Eintracht Frankfurt,0-2,0,2,2011-12,DFB-Pokal,
2011-07-30,Hansa Rostock,VfL Bochum,2-2,2,2,2011-12,DFB-Pokal,VfL Bochum
2011-07-30,Holstein Kiel,Energie Cottbus,3-0,3,0,2011-12,DFB-Pokal,
2011-07-30,Kickers Emden,FSV Frankfurt,1-5,1,5,2011-12,DFB-Pokal,
2011-07-30,Rot Weiss Ahlen,SC Paderborn,0-10,0,10,2011-12,DFB-Pokal,
2011-07-30,Rot-Weiß Oberhausen,FC Augsburg,1-2,1,2,2011-12,DFB-Pokal,
2011-07-30,SV Babelsberg 03,MSV Duisburg,0-2,0,2,2011-12,DFB-Pokal,
2011-07-30,SV Sandhausen,Borussia Dortmund,0-3,0,3,2011-12,DFB-Pokal,
2011-07-30,VfB Oldenburg,Hamburger SV,1-2,1,2,2011-12,DFB-Pokal,
2011-07-31,Anker Wismar,Hannover 96,0-6,0,6,2011-12,DFB-Pokal,
2011-07-31,Eimsbütteler TV,Greuther Fürth,0-10,0,10,2011-12,DFB-Pokal,
2011-07-31,FC Oberneuland,FC Ingolstadt,1-4,1,4,2011-12,DFB-Pokal,
2011-07-31,FC Teningen,Schalke 04,1-11,1,11,2011-12,DFB-Pokal,
2011-07-31,Germania Windeck,1899 Hoffenheim,1-3,1,3,2011-12,DFB-Pokal,
2011-07-31,Hessen Kassel,Fortuna Düsseldorf,0-3,0,3,2011-12,DFB-Pokal,
2011-07-31,Karlsruher SC,Alemannia Aachen,3-1,3,1,2011-12,DFB-Pokal,
2011-07-31,SC Wiedenbrück 2000,1. FC Köln,0-3,0,3,2011-12,DFB-Pokal,
2011-07-31,SVN Zweibrücken,Mainz 05,1-2,1,2,2011-12,DFB-Pokal,
2011-07-31,SpVgg Unterhaching,SC Freiburg,3-2,3,2,2011-12,DFB-Pokal,
2011-07-31,ZFC Meuselwitz,Hertha BSC,0-4,0,4,2011-12,DFB-Pokal,
2011-08-01,Eintracht Braunschweig,Bayern Munich,0-3,0,3,2011-12,DFB-Pokal,
2011-10-25,1. FC Heidenheim 1846,Borussia Mönchengladbach,0-0,0,0,2011-12,DFB-Pokal,Borussia Mönchengladbach
2011-10-25,1899 Hoffenheim,1. FC Köln,2-1,2,1,2011-12,DFB-Pokal,
2011-10-25,Borussia Dortmund,Dynamo Dresden,2-0,2,0,2011-12,DFB-Pokal,
2011-10-25,Eintracht Trier,Hamburger SV,1-2,1,2,2011-12,DFB-Pokal,
2011-10-25,Fortuna Düsseldorf,1860 Munich,3-0,3,0,2011-12,DFB-Pokal,
2011-10-25,Greuther Fürth,SC Paderborn,4-0,4,0,2011-12,DFB-Pokal,
2011-10-25,RB Leipzig,FC Augsburg,0-1,0,1,2011-12,DFB-Pokal,
2011-10-25,SpVgg Unterhaching,VfL Bochum,1-4,1,4,2011-12,DFB-Pokal,
2011-10-26,Bayern Munich,FC Ingolstadt,6-0,6,0,2011-12,DFB-Pokal,
2011-10-26,Eintracht Frankfurt,1. FC Kaiserslautern,0-1,0,1,2011-12,DFB-Pokal,
2011-10-26,Erzgebirge Aue,1. FC Nürnberg,1-2,1,2,2011-12,DFB-Pokal,
2011-10-26,Hannover 96,Mainz 05,0-1,0,1,2011-12,DFB-Pokal,
2011-10-26,Holstein Kiel,MSV Duisburg,2-0,2,0,2011-12,DFB-Pokal,
2011-10-26,Karlsruher SC,Schalke 04,0-2,0,2,2011-12,DFB-Pokal,
2011-10-26,Rot-Weiss Essen,Hertha BSC,0-3,0,3,2011-12,DFB-Pokal,
2011-10-26,VfB Stuttgart,FSV Frankfurt,3-0,3,0,2011-12,DFB-Pokal,
2011-12-20,1. FC Nürnberg,Greuther Fürth,0-1,0,1,2011-12,DFB-Pokal,
2011-12-20,1899 Hoffenheim,FC Augsburg,2-1,2,1,2011-12,DFB-Pokal,
2011-12-20,Fortuna Düsseldorf,Borussia Dortmund,0-0,0,0,2011-12,DFB-Pokal,Borussia Dortmund
2011-12-20,VfL Bochum,Bayern Munich,1-2,1,2,2011-12,DFB-Pokal,
2011-12-21,Borussia Mönchengladbach,Schalke 04,3-1,3,1,2011-12,DFB-Pokal,
2011-12-21,Hertha BSC,1. FC Kaiserslautern,3-1,3,1,2011-12,DFB-Pokal,
2011-12-21,Holstein Kiel,Mainz 05,2-0,2,0,2011-12,DFB-Pokal,
2011-12-21,VfB Stuttgart,Hamburger SV,2-1,2,1,2011-12,DFB-Pokal,
2012-02-07,Holstein Kiel,Borussia Dortmund,0-4,0,4,2011-12,DFB-Pokal,
2012-02-08,1899 Hoffenheim,Greuther Fürth,0-1,0,1,2011-12,DFB-Pokal,
2012-02-08,Hertha BSC,Borussia Mönchengladbach,0-2,0,2,2011-12,DFB-Pokal,
2012-02-08,VfB Stuttgart,Bayern Munich,0-2,0,2,2011-12,DFB-Pokal,
2012-03-20,Greuther Fürth,Borussia Dortmund,0-1,0,1,2011-12,DFB-Pokal,
2012-03-21,Borussia Mönchengladbach,Bayern Munich,0-0,0,0,2011-12,DFB-Pokal,Bayern Munich
2012-05-12,Borussia Dortmund,Bayern Munich,5-2,5,2,2011-12,DFB-Pokal,
2012-08-17,SG Sonnenhof Großaspach,FSV Frankfurt,1-2,1,2,2012-13,DFB-Pokal,
2012-08-17,SV Wilhelmshaven,FC Augsburg,0-2,0,2,2012-13,DFB-Pokal,
2012-08-17,VfB Lübeck,Eintracht Braunschweig,0-3,0,3,2012-13,DFB-Pokal,
2012-08-18,1. FC Heidenheim 1846,VfL Bochum,0-2,0,2,2012-13,DFB-Pokal,
2012-08-18,Alemannia Aachen,Borussia Mönchengladbach,0-2,0,2,2012-13,DFB-Pokal,
2012-08-18,Berliner AK 07,1899 Hoffenheim,4-0,4,0,2012-13,DFB-Pokal,
2012-08-18,FC Carl Zeiss Jena,Bayer Leverkusen,0-4,0,4,2012-13,DFB-Pokal,
2012-08-18,FC Oberneuland,Borussia Dortmund,0-3,0,3,2012-13,DFB-Pokal,
2012-08-18,FC Schönberg 95,VfL Wolfsburg,0-5,0,5,2012-13,DFB-Pokal,
2012-08-18,Hallescher FC,MSV Duisburg,0-1,0,1,2012-13,DFB-Pokal,
2012-08-18,Kickers Offenbach,Greuther Fürth,2-0,2,0,2012-13,DFB-Pokal,
2012-08-18,Offenburger FV,FC St. Pauli,0-3,0,3,2012-13,DFB-Pokal,
2012-08-18,SV Falkensee-Finkenkrug,VfB Stuttgart,0-5,0,5,2012-13,DFB-Pokal,
2012-08-18,SpVgg Unterhaching,1. FC Köln,1-2,1,2,2012-13,DFB-Pokal,
2012-08-18,Victoria Hamburg,SC Freiburg,1-2,1,2,2012-13,DFB-Pokal,
